Sample in Buffer,Sample in Window,TRIGGER,g_ila.axis_ila_wrapper_1/data_out_12b[0][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[0][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[0][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[0][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[1][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[1][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[1][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[1][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[2][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[2][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[2][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[2][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[3][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[3][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[3][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[3][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[4][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[4][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[4][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[4][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[5][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[5][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[5][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[5][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[6][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[6][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[6][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[6][3][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[7][0][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[7][1][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[7][2][11:0],g_ila.axis_ila_wrapper_1/data_out_12b[7][3][11:0],g_ila.axis_ila_wrapper_1/rx_sync
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3641,3641,0,2fb,735,cdd,985,bea,52f,398,a22,57c,36d,9c5,ccd,cc4,9da,378,572,a2c,3ac,524,be2,4d2,ba3,bb4,4e0,cfa,79c,2f7,791,97a,ce7,74e,2fe,0
3642,3642,0,356,5c1,c48,aee,cb2,695,30c,8a2,6f5,300,843,cfe,c15,b37,463,439,b79,4a4,3fc,ac5,3c7,a6e,c8b,639,cf5,924,333,609,7ec,d04,8d7,321,0
3643,3643,0,421,47c,b4b,c04,d01,824,2fc,710,879,30c,6be,cc3,b02,c3a,59d,35f,c68,5ee,346,95f,323,8f2,cf6,7c3,c75,a9c,3de,4bc,669,ca3,a4d,3be,0
3644,3644,0,54e,382,9f7,cc3,ce0,9ac,363,597,9fd,38c,54b,bfe,9a6,cd7,716,303,cec,775,2f8,7c8,2f8,76b,ce3,94b,b8c,bc3,501,3b4,503,bcd,b8d,4c7,0
3645,3645,0,6b9,30b,877,cff,c36,b07,436,45f,b4a,480,420,ae7,81b,cfc,8a4,310,cfc,8fd,32d,63e,339,5e7,c63,ab5,a4b,c9d,664,312,3ea,aa5,c7c,615,0
3646,3646,0,844,305,6e9,ccc,b30,c1c,576,37b,c52,5c7,34d,985,692,cac,a24,3a6,c92,a73,3d3,4e3,3fe,498,b70,be2,8cf,cfc,7eb,2f7,33c,933,cf9,796,0
3647,3647,0,9cc,375,57b,c1f,9d6,cc7,6e2,300,ce0,73e,2f7,7f3,52f,bed,b69,492,bbb,baf,4e2,3d7,517,39b,a2b,ca9,745,ce7,97a,346,2ff,7a2,cf6,922,0
3648,3648,0,b27,457,43e,b14,856,d02,86e,303,cf9,8cd,314,670,403,ac3,c5f,5e1,a83,c8f,633,32c,684,312,8ad,d01,5c7,c4f,ad1,412,339,61e,c80,a94,0
3649,3649,0,c33,590,366,9b6,6c7,cbf,9f4,388,ca1,a46,3b2,50e,340,95e,ce4,75f,908,cfc,7b9,2fd,80c,2f7,720,cd9,483,b56,bfe,543,3e0,4c9,b95,bc9,0
3650,3650,0,ccd,704,2fe,82c,558,c09,b40,46c,bce,b86,4b2,3f0,2f6,7cf,cfb,8ec,779,cf2,94c,33e,997,358,5a5,c47,392,a0d,cb5,6a9,4ff,3c2,a5e,c99,0
3651,3651,0,d03,894,30f,6a2,42c,af5,c47,5a9,aa4,c73,5ff,335,31b,64a,c92,a62,5ff,c70,abc,3fd,afb,430,46a,b33,30b,88b,d01,831,655,326,8e6,d05,0
3652,3652,0,cbb,a0e,391,539,35b,98f,cdd,728,937,cf4,77f,2f3,3c3,4eb,bba,ba0,4b4,b85,bd8,519,c15,556,381,9e5,301,6f9,cd1,9bd,7e1,300,756,cee,0
3653,3653,0,bfb,b58,48b,412,2f8,809,d04,8b6,7b4,cf5,90e,327,4cf,3d9,a83,c84,3b1,a3c,cac,67d,cc4,6cf,306,860,367,587,c2b,b10,972,351,5d7,c5f,0
3654,3654,0,ad7,c5b,5ce,347,31b,683,ca8,a34,626,c85,a89,3d5,622,32e,915,cf4,317,8c4,d0b,806,d06,859,301,6d2,442,443,b1a,c20,ad1,413,493,b67,0
3655,3655,0,977,ce7,74d,2f5,3a6,517,bdf,b74,4ce,ba9,bbb,4ee,7aa,2f1,788,cf4,309,736,ce5,990,cc2,9d9,378,563,582,36e,9c0,cd1,bf9,53f,39d,a1b,0
3656,3656,0,7e7,cfb,8df,31f,4ac,3f7,ab8,c6d,3c7,a5e,c98,64e,933,334,604,c74,359,5c2,c4b,af0,c1a,b35,461,430,6f3,304,83c,cfa,cb9,6a3,314,8a0,0
3657,3657,0,65a,c99,a51,3bc,5f6,33b,94a,cea,31d,8ef,cfb,7d1,aa5,3f1,4b7,b8a,427,47b,b4b,c0b,b01,c3c,59e,35b,87c,304,6b2,cb7,d07,82a,2fc,713,0
3658,3658,0,4fb,bc9,b93,4c3,772,2f1,7bd,cf7,2f8,75e,cf0,960,bd4,50b,3b5,a44,55a,38f,9f7,cc9,99f,cda,71e,2f6,9ff,387,53f,bfc,cd5,9ad,369,594,0
3659,3659,0,3e4,a98,c7c,614,901,32a,638,c8f,340,5e1,c5b,ac7,ca6,66d,318,8ca,6c5,310,87f,d04,818,cfc,8ad,30b,b4a,47c,415,ae4,c35,b10,442,45f,0
3660,3660,0,32f,924,cf3,798,a72,3ca,4e1,bb0,406,493,b6a,beb,d04,7f4,2f9,73b,850,303,6e9,cd0,68d,ca7,a21,39f,c4d,5c1,34d,97b,b2f,c1a,577,379,0
3661,3661,0,2f8,793,cf8,923,ba7,4e0,3d1,a74,52a,39c,a20,cb1,ce0,980,34f,5c3,9d8,37b,57a,c25,525,be6,b6f,48d,cdf,733,2f9,7f3,9dc,cce,6e9,30a,0
3662,3662,0,337,60e,c7c,a90,c8e,637,327,904,691,310,8a5,d03,c51,ae3,41b,480,b2f,45f,444,b16,409,ac6,c60,5e0,cf7,8c9,314,666,84c,d02,871,305,0
3663,3663,0,3e5,4bb,b94,bc8,cfd,7bb,2f2,775,820,2f8,715,cd5,b4b,bfc,548,388,c33,597,367,9b2,340,958,cea,760,ca3,a40,3b1,508,6c3,cc3,9fb,38b,0
3664,3664,0,4ff,3b7,a55,c9d,cf0,948,342,5f3,99e,363,59c,c42,a04,cbd,6b4,309,cd8,70d,303,82e,2f7,7ce,d00,8f0,bcd,b83,4ae,3e9,558,c0c,b4d,47d,0
3665,3665,0,659,31e,8d7,d00,c70,abc,3fc,4a3,b02,43b,465,b31,883,d02,83f,2f9,d03,898,311,6a2,31a,644,c91,a64,a9c,c73,5fe,339,426,af4,c4c,5bb,0
3666,3666,0,7e5,2f7,74b,ce7,b79,be4,51f,3a3,c1b,564,377,9dc,6f4,cd1,9c7,377,cb7,a1a,3a1,53b,3c1,4e5,bb3,ba0,936,cf1,784,2f3,35f,98d,ce7,738,0
3667,3667,0,96c,34a,5d0,c58,a33,ca7,67f,314,ccc,6d9,304,858,581,c25,b24,451,bf1,b62,491,415,4d0,3d0,a7d,c80,7a9,cf7,913,328,302,802,d05,8c2,0
3668,3668,0,ace,414,484,b57,8b7,d02,809,2f8,d06,867,307,6cf,44b,b15,c2c,58d,ad5,c5f,5d9,34b,625,32e,907,cf5,623,c82,a85,3d6,31c,681,cb0,a38,0
3669,3669,0,bfb,53b,391,a0f,729,ce1,990,353,cc4,9ea,381,560,36c,9c0,cce,6fe,969,cf0,759,2ff,7a5,2f4,782,ceb,4ca,b9e,bbf,4ec,3b0,51a,bdb,b7f,0
3670,3670,0,cb8,6a2,30f,893,5b1,c3e,af0,42c,c0c,b3e,468,42f,2fb,82f,cfe,88a,7df,d00,8e7,324,936,338,5f8,c74,3bc,a63,c95,645,4ad,3f8,abe,c76,0
3671,3671,0,cff,829,302,703,46e,b43,c0a,557,af7,c44,5ad,359,30b,6a7,cbb,a0e,657,c97,a5e,3bf,aa6,3ed,4af,b89,31d,8e8,cf7,7d1,605,343,948,cf5,0
3672,3672,0,cd4,9b6,369,58e,37f,9e9,cc6,6cb,997,cdb,724,2f9,39b,541,bee,b5c,4fe,bc5,b9d,4c7,bd1,50a,3ad,a44,2fd,760,ce7,960,77e,2fb,7b8,cfa,0
3673,3673,0,c34,b15,445,453,306,86f,d04,84a,811,d03,8ac,312,481,415,adf,c4f,3e9,a94,c80,61b,ca3,66b,316,8c6,340,5df,c5e,abf,90c,330,63a,c89,0
3674,3674,0,b28,c24,574,366,305,6e2,cc7,9db,681,caa,a32,3a8,5cf,34d,971,ce6,336,926,cf8,7a1,cfc,7f7,2f4,731,3fc,492,b6a,be8,a75,3db,4dc,bac,0
3675,3675,0,9ca,cd2,6ed,2ff,37a,56f,c1c,b30,517,be3,b79,4a9,74b,2f8,7ea,cfb,2fc,79d,cf6,930,cdd,97e,352,5b9,525,397,a20,cb0,bc0,4eb,3cf,a74,0
3676,3676,0,845,cff,87c,30e,460,43b,b06,c3a,3f8,abd,c67,5ea,8d7,322,660,ca2,335,614,c85,a98,c49,ae3,41f,474,68d,309,89f,cfd,c94,641,32a,8fe,0
3677,3677,0,6ba,cc4,9ff,388,597,363,9a7,cd9,33d,94e,cee,76f,a55,3ba,4ff,bc8,3f1,4bd,b91,bd0,b4a,c00,548,386,81d,2fa,70b,cd7,cfc,7c8,2f8,771,0
3678,3678,0,54b,c06,b4f,478,712,2fb,822,d05,2f1,7c6,cf6,8f9,b91,4be,3ef,a90,4ff,3c3,a5a,ca9,9f7,cbc,6b3,308,9a2,360,59c,c3b,cee,95a,343,5ef,0
3679,3679,0,424,ae0,c4f,5bd,89c,311,694,cb3,328,63a,c88,a6e,c7b,60c,337,92a,666,322,8d9,cfc,87a,d00,844,2ff,b03,434,460,b2b,c69,ac0,404,49c,0
3680,3680,0,353,982,ce5,738,a1c,39c,52c,bf0,3c9,4e2,baf,ba6,cf2,794,2f7,79e,7ef,2fd,74c,ce2,6ec,cca,9c5,372,c17,56b,376,9de,b73,beb,527,3ab,0
3681,3681,0,2fb,7f7,cfb,8cb,b64,497,40f,ad0,4d8,3cc,a77,c86,cf5,91e,331,61e,97c,34f,5ce,c5c,579,c21,b1f,453,cc4,6d7,2fb,857,a34,cae,68b,319,0
3682,3682,0,31e,671,ca1,a38,c5a,5de,349,960,631,323,900,cf4,c7c,a92,3e6,4c3,ae4,415,48c,b59,43c,b0e,c2b,587,d01,868,303,6c4,8b7,d09,813,302,0
3683,3683,0,3af,50a,bd5,b7f,cea,75b,2f3,7d7,7b5,2f3,778,cef,b9d,bc6,4fb,3be,c02,545,393,a0f,367,9b2,cd0,6ff,cc4,9e7,385,54f,723,cdc,9a4,35c,0
3684,3684,0,4ae,3f0,aad,c6e,cfa,8e6,324,64d,944,33c,5f2,c72,a5b,c9b,657,31d,cc4,6ae,315,88d,2fc,835,d02,88a,c0b,b3c,466,425,5b3,c46,b00,431,0
3685,3685,0,5fb,338,93d,cf4,c91,a61,3c1,4ef,aaf,3f5,4a9,b84,8e2,cfc,7d9,2fb,d04,839,303,6fb,308,6a4,cb4,a0e,afc,c43,5a9,354,470,b42,c13,561,0
3686,3686,0,782,2f7,7ae,cfc,bba,b98,4ca,3dc,bdb,517,3b1,a37,752,ce6,96a,34a,cd6,9be,373,589,393,53c,bf2,b57,98e,cd9,721,2f7,386,9ee,cc7,6cd,0
3687,3687,0,910,32f,62a,c85,a8d,c84,622,334,ca3,675,312,8c3,5d7,c5b,ad1,40c,c31,b19,44f,451,484,411,ad5,c53,80a,cfb,8b0,310,30b,86b,d09,861,0
3688,3688,0,a81,3d9,4d0,ba4,91a,cf4,7a2,2f6,d00,809,300,72b,48a,b5e,bf2,533,b23,c2d,583,379,5c7,345,96b,cdf,67f,cae,a2d,3a4,304,6db,cce,9dc,0
3689,3689,0,bb6,4eb,3c4,a6e,788,cf1,931,334,ce3,98c,357,5b6,397,a14,cb9,6a4,9c9,cd4,6f5,308,743,2f3,7e8,d00,51c,bd7,b75,4a0,383,569,c19,b36,0
3690,3690,0,c95,645,327,8f1,604,c76,a9f,3f0,c43,af1,42a,471,30f,897,d00,826,844,d07,882,313,8dd,31c,660,c98,3fa,ab3,c6b,5ef,46f,43c,aff,c45,0
3691,3691,0,cf8,7ce,2fa,762,4b5,b88,bcd,509,b46,c06,555,384,2ff,708,cd2,9b1,6b6,cc0,a04,390,a52,3b5,4f8,bc9,339,94b,ceb,76e,5a8,362,9a5,cdd,0
3692,3692,0,ce3,95b,343,5ea,3b0,a48,c9a,66c,9f6,cbd,6c6,304,360,592,c2e,b0a,54d,c01,b51,483,b91,4b7,3e0,a90,2f3,7c1,cf8,8f5,71e,308,819,cfe,0
3693,3693,0,c63,ac2,408,48f,31e,8cc,cfc,7f4,871,cfd,84e,304,43f,457,b27,c20,421,aec,c53,5c8,c7a,609,334,926,321,638,c8a,a6f,8a9,317,694,caf,0
3694,3694,0,b6e,be7,526,3a0,2fa,737,ce4,97c,6ea,cca,9ca,374,56f,375,9ca,cc5,357,983,ce5,73f,cf6,796,2ef,792,3c9,4dc,bab,baa,a25,3a1,528,bf1,0
3695,3695,0,a24,ca9,68d,314,34c,5c3,c53,ae0,572,c1b,b2b,45b,6e5,308,850,d03,2fc,7f9,d02,8cc,cf0,91c,332,618,4db,3ce,a78,c86,b70,499,405,acb,0
3696,3696,0,8a6,cff,815,2f9,418,480,b58,c00,442,b0c,c31,595,87b,309,6c3,cbc,322,672,ca7,a4a,c73,a8f,3df,4be,634,327,902,cf6,c5d,5e5,34a,960,0
3697,3697,0,720,cdf,9a2,363,547,387,a03,cbc,362,9ae,cd5,709,9f2,385,551,c06,3b8,50a,bd2,b8c,b90,bc2,4fb,3b6,7ba,2f3,773,cef,cf6,765,301,7cd,0
3698,3698,0,5a6,c42,afd,432,6b0,30d,883,cff,2fb,830,d00,899,b46,473,429,ae8,4b3,3f2,aa8,c7a,a57,c98,655,318,940,337,5f1,c6b,cf9,8f5,328,651,0
3699,3699,0,46c,b38,c1e,566,83b,2fe,6f5,cd0,311,69f,cb5,a15,c44,5b4,355,98c,60a,338,93f,cf8,8dd,cf8,7df,2f1,aad,3f3,4a7,b7c,c95,a6c,3c9,4f1,0
3700,3700,0,37c,9e2,ccc,6d1,9c1,36c,581,c27,39b,534,bf1,b65,cdc,72e,2fc,803,789,2f9,7ad,cfb,74b,ce1,969,348,bdc,518,3a1,a37,bb6,ba7,4d1,3de,0
3701,3701,0,304,861,d09,860,b1d,450,445,b17,490,411,acc,c57,cfc,8c4,317,677,91c,333,627,c84,5ce,c56,acb,40b,ca6,679,311,8bc,a84,c88,630,32e,0
3702,3702,0,306,6d2,cc8,9eb,c29,586,36e,9c4,5d5,348,968,ce8,ca6,a3d,3ac,50f,a8b,3df,4d4,ba4,48b,b5c,bf5,533,d02,808,2f6,72b,917,cfc,7b4,2fe,0
3703,3703,0,37d,560,c17,b3b,cd2,6fa,2fc,834,754,2f2,7de,cf9,bda,b79,4b0,3f1,bc1,4f5,3cc,a68,392,a10,cb4,699,cdc,98d,351,5ad,78c,cf7,93b,33a,0
3704,3704,0,466,432,af9,c3c,d04,889,30c,6aa,8e9,326,655,c97,aaf,c6f,5ef,33f,c99,64e,327,8f7,306,896,d03,82c,c45,af5,425,46c,605,c73,ab1,3f6,0
3705,3705,0,5a4,35a,9a2,cdd,cbd,a00,391,539,a5e,3c1,4f4,bc3,940,ce9,77b,2f9,cfc,7cf,2fc,760,2fb,704,cd5,9b7,b43,c08,54e,382,4b1,b88,bd5,511,0
3706,3706,0,722,2f9,813,cfc,bfe,b53,489,417,b91,4ca,3dd,a8d,7b8,cfa,90c,32a,ce8,95f,34d,5e4,361,58c,c2d,b12,9ed,cc0,6c2,2ff,3b2,a4a,cad,66e,0
3707,3707,0,8ad,317,687,ca6,ad9,c55,5ca,34d,c83,621,333,91f,62d,c87,a7b,3d3,c68,aca,406,499,43d,450,b22,c1b,871,cfe,84d,305,318,8c9,d04,7fb,0
3708,3708,0,a26,3a3,523,be7,980,ce4,741,2f6,cf5,79e,2f7,78f,4d9,baa,bb6,4e6,b73,bf0,531,39f,576,373,9ca,cc9,6dc,cc4,9d0,371,300,741,ce3,98e,0
3709,3709,0,b6e,49e,3ff,abe,7ee,d00,8d9,317,cef,931,333,608,3c3,a6c,c8d,644,a24,cb6,694,317,6e8,2fa,848,cff,56f,c1c,b2a,457,357,5c7,c52,aeb,0
3710,3710,0,c65,5ed,341,957,666,c9f,a50,3b4,c71,a9e,3ec,4bd,325,8f9,cfe,7c6,8aa,d0b,822,303,878,307,6b4,cbf,43a,b05,c37,598,423,484,b53,c09,0
3711,3711,0,cee,762,2fa,7c7,507,bcf,b8b,4b8,b8e,bc6,505,3b7,2f9,769,cef,94e,718,cde,9ac,365,9f6,386,547,c03,368,9af,cd7,708,54d,38d,a08,cbe,0
3712,3712,0,cfb,8f8,326,63c,3ed,a97,c75,60e,a4b,c9d,664,322,344,5e9,c64,ac0,5a5,c3b,b09,43a,b46,477,41d,ae5,305,820,cfc,890,6b7,30e,881,d05,0
3713,3713,0,c92,a70,3c6,4e7,334,931,cf7,78f,8d4,d02,7f4,2f5,407,49c,b74,be0,45d,b3a,c19,56f,c48,5b9,352,989,30f,694,caf,a1f,846,307,6f3,cce,0
3714,3714,0,bb5,ba2,4d4,3d4,2f7,7a4,cf0,921,746,ce3,979,34f,51a,3a7,a2e,cae,37e,9e3,cd0,6e9,ce0,72f,2f7,7fb,391,52f,bec,b69,9ca,377,57d,c28,0
3715,3715,0,a85,c89,629,325,335,623,c77,a91,5cd,c4e,ae0,417,687,30a,8b0,cfd,308,85f,d06,86b,cfd,8b8,315,677,48f,407,ac8,c59,b23,455,443,b13,0
3716,3716,0,906,cf6,7b4,2f8,3da,4cf,b95,bbd,48b,b55,bfc,53e,80e,2f9,721,ce0,30d,6cd,cc7,9f0,ca0,a3c,3a7,50d,5db,341,965,cea,c31,58d,370,9c4,0
3717,3717,0,77b,cef,93f,333,4f3,3c3,a64,c9d,391,a04,cb0,6b0,991,35b,5a7,c3e,388,561,c13,b43,bd3,b7b,4ab,3f2,753,2f6,7d4,cfc,cd9,704,302,833,0
3718,3718,0,5fd,c6f,aad,3f4,651,31a,8e7,cfa,306,890,d00,834,afa,431,46d,b3d,471,42d,afb,c4a,ab1,c6e,5f8,338,8e0,31d,64b,c90,d05,893,313,6ac,0
3719,3719,0,4ab,b7a,bd4,50f,7da,2f3,75a,cec,2fa,6fc,cd3,9bb,c14,561,382,9ea,5b4,35f,99e,cdd,942,cee,77b,2f4,a59,3c2,4ef,bbc,cb6,a0a,39c,53e,0
3720,3720,0,3a8,a3d,ca9,672,969,349,5dd,c5b,36a,583,c30,b1b,cc4,6d0,303,861,72b,2fe,810,d05,7ab,cf9,906,32b,b9e,4c2,3d7,a89,bfd,b61,489,417,0
3721,3721,0,317,8bf,d01,7fb,acd,40c,48f,b67,44d,450,b1c,c25,d03,85d,307,6db,8b1,321,689,ca8,62d,c80,a7e,3d4,c7e,61b,333,91c,adb,c56,5cf,355,0
3722,3722,0,2f6,732,ce1,98a,bf4,52e,395,a18,589,372,9c6,ccf,cc2,9e1,37d,563,a36,3af,51b,be4,4ce,ba5,bb5,4e5,cf0,7a1,2ef,785,976,ce9,74e,2f7,0
3723,3723,0,356,5b8,c50,ae9,cb7,699,312,89c,6fa,303,839,d00,c17,b35,468,439,b78,4aa,3fe,abf,3c3,a65,c8b,63e,cf3,92f,333,609,7e9,d04,8da,31f,0
3724,3724,0,420,47d,b4e,c07,cfd,824,2fd,70d,87c,30a,6b2,cb9,b00,c3a,59f,35f,c6e,5f2,347,957,322,8f4,cfc,7c1,c77,a9c,3e5,4b4,666,ca5,a58,3bb,0
3725,3725,0,550,387,9fd,cc1,cdb,9ad,363,597,a00,393,544,bf5,9a0,cd9,715,2fe,cf0,777,2fb,7c6,2fa,765,ced,950,b87,bc8,504,3b2,502,bd1,b97,4c5,0
3726,3726,0,6c2,306,875,d01,c33,b0d,43c,45e,b59,480,418,ae3,810,d00,8a6,313,d00,8f4,32e,63d,33c,5e7,c60,abc,a4c,c9d,664,31a,3e7,a9a,c80,613,0
3727,3727,0,847,303,6e8,ccd,b25,c24,56c,379,c52,5c3,353,980,693,caf,a29,3a3,c90,a76,3d2,4e3,3fd,495,b78,be9,8cf,cf8,7ef,2f4,334,930,cf8,797,0
3728,3728,0,9cc,373,575,c25,9d1,cca,6e1,2fc,ce3,743,2f7,7f4,527,bea,b6d,491,bb7,bb1,4e1,3cf,51f,39d,a22,ca8,744,ce0,979,348,2fb,7a3,cf4,924,0
3729,3729,0,b2c,457,43f,b0b,852,d04,86f,306,cfc,8cd,319,669,404,ac4,c5e,5e0,a80,c8e,632,32f,683,30e,8ac,d04,5c4,c54,adf,40f,335,61a,c87,a9a,0
3730,3730,0,c36,592,369,9b4,6c4,cba,9ea,383,ca4,a45,3b5,507,340,959,ced,760,902,cfb,7c1,2fd,815,2f3,715,cda,47d,b55,c00,539,3f0,4c8,b9c,bc3,0
3731,3731,0,cd0,70c,2fc,82b,552,c0f,b4a,473,bcb,b89,4b6,3f6,2f8,7cb,cfb,8f6,77d,cf5,948,341,99c,360,5a0,c3b,383,a0a,cba,6ab,4f9,3bb,a59,c9d,0
3732,3732,0,d04,894,30f,698,42a,af3,c48,5ac,aa1,c79,608,334,326,646,c97,a63,5fa,c6e,ab4,402,af8,42d,466,b34,308,884,d08,83a,653,325,8e5,d08,0
3733,3733,0,cb5,a0d,395,535,357,991,cdf,72a,936,cf1,785,2f7,3be,4f1,bb5,ba4,4a6,b80,be1,516,c0e,55c,37a,9e4,2fb,6f9,cd2,9be,7e6,302,752,ce8,0
3734,3734,0,bf4,b5e,48c,40d,2f8,80c,cf9,8be,7ab,cf8,918,32f,4d0,3d2,a7f,c83,3a9,a3c,cad,67b,cc9,6d2,304,85a,36f,580,c2f,b17,974,353,5db,c58,0
3735,3735,0,ad1,c5f,5d6,344,311,67a,ca8,a34,625,c80,a8b,3e3,62b,327,911,cfb,315,8c2,cf9,80e,d01,85f,303,6d2,447,448,b1a,c26,ada,415,48e,b65,0
3736,3736,0,970,ced,74d,2fb,3a7,514,bdd,b7b,4cc,ba2,bb4,4ef,7b5,2f3,783,ced,302,730,cde,991,cc6,9e0,37d,561,583,368,9c0,cce,bfc,53a,39b,a1b,0
3737,3737,0,7dd,cfa,8db,31b,4a9,3f3,ab6,c72,3c4,a5f,c8f,64d,939,336,5fc,c70,35f,5b6,c47,af5,c0b,b36,464,42c,6f2,300,83c,cfd,cb4,69f,312,89a,0
3738,3738,0,658,c9d,a59,3b5,5f0,338,944,ced,323,8ed,cfd,7d5,aa4,3f5,4b3,b85,42d,47f,b45,c16,aff,c38,59f,360,87e,305,6ad,cbc,d07,82d,300,70b,0
3739,3739,0,4f7,bc5,b90,4c8,774,2f4,7bb,cfb,2f7,761,ce2,95b,bd5,508,3af,a3e,558,384,9f7,cc9,999,cda,719,2f8,a05,38d,542,bf9,cd9,9b7,367,593,0
3740,3740,0,3e3,a90,c80,61c,906,32c,636,c88,346,5db,c5f,acb,ca9,66e,319,8c7,6cb,309,86f,d08,810,d00,8a6,310,b50,480,415,adf,c34,b0c,442,459,0
3741,3741,0,330,922,cf7,79b,a71,3cf,4d7,baa,409,495,b6c,bea,cfe,7fb,2f9,735,85a,30a,6e6,cd0,689,cab,a22,39c,c4b,5c0,349,976,b2a,c2b,57f,37c,0
3742,3742,0,2f4,794,cef,92b,bb2,4e7,3d0,a73,529,39b,a23,caf,cde,986,34a,5c3,9da,37c,56f,c23,51d,be5,b6d,4a0,cdd,739,2f4,7f0,9d1,ccf,6e9,305,0
3743,3743,0,337,60f,c7c,a9f,c8e,639,327,902,693,308,8a1,d01,c51,ae2,421,479,b30,45f,43c,b05,3f8,ac2,c62,5dc,d02,8d4,317,661,848,d06,87b,309,0
3744,3744,0,3e7,4bd,b8c,bc9,cfb,7c3,2fc,76e,81b,2f8,714,cde,b47,c07,54b,386,c38,596,36b,9b0,342,951,ce8,75f,ca0,a3f,3b6,503,6c9,cc2,9fa,38a,0
3745,3745,0,502,3b6,a54,c9a,cee,954,344,5ef,9a9,366,594,c37,9fc,cbc,6ba,302,cd8,70f,2ff,827,2f8,7c6,cfa,8f0,bd0,b87,4b9,3e8,556,c06,b4d,47f,0
3746,3746,0,65e,31c,8d9,cfb,c64,ab9,3ff,4a4,b03,438,460,b27,87c,d02,844,302,d04,8a2,316,69d,324,63e,c8d,a64,a9f,c74,602,330,42d,aee,c4d,5c1,0
3747,3747,0,7e9,2f7,74d,ce3,b74,be3,519,3a5,c17,56c,374,9dd,6ef,ccb,9cb,377,cb4,a25,39e,530,3c2,4e0,bb5,ba0,92d,ce8,789,2f0,367,988,ce3,734,0
3748,3748,0,973,352,5c9,c52,a2e,caa,685,31a,cca,6d9,307,85a,57c,c26,b1e,455,bf9,b64,494,40c,4d0,3cd,a7d,c8c,7a0,cfd,91d,32e,2fd,807,d05,8c7,0
3749,3749,0,ada,417,484,b5a,8b3,d03,80a,2fc,d03,86b,305,6ca,445,b10,c2b,587,acd,c5c,5e1,34c,625,324,90c,cf7,61d,c7f,a83,3da,322,677,cac,a3f,0
3750,3750,0,bfc,538,38e,a09,720,cdc,996,35a,cbe,9ec,383,55a,369,9bc,cdb,706,967,cf0,75a,2f4,7ab,2f4,780,cef,4c9,b98,bba,4f2,3ae,518,be2,b86,0
3751,3751,0,cbc,6a9,30b,895,5ad,c44,af6,42b,c0d,b3d,46f,42b,305,82f,cff,895,7da,d00,8e5,321,938,335,5fb,c70,3bb,a59,c95,646,4b2,3f7,ab6,c75,0
3752,3752,0,d00,82f,301,6ff,473,b3c,c10,55b,af8,c46,5a7,35a,30d,6a9,cb7,a16,658,c9a,a65,3c6,aa5,3ea,4b0,b7e,31d,8e4,cfb,7d2,5fb,342,949,cf4,0
3753,3753,0,ccf,9bc,369,583,384,9f0,cc4,6cb,999,cd9,727,2fb,393,539,bfb,b57,4f6,bbf,ba4,4c5,bd1,50b,3a9,a3c,2f1,755,ce3,960,785,2f7,7b9,cf7,0
3754,3754,0,c31,b17,447,450,309,86b,d03,858,80d,cfa,8b8,315,486,411,ada,c59,3e4,a96,c86,61b,ca9,670,313,8c7,342,5de,c58,aca,90f,331,62d,c88,0
